Here are the results: time - pitch(Hz) - Amplitude(dB) - RMSqIntensity(Pa)
0.01 --undefined-- --undefined-- --undefined--
2.22 --undefined-- 30.637 0.0006805600325565704
2.23 --undefined-- 35.077 0.0011346471910979147
2.24 --undefined-- 37.205 0.001449671007869118
2.25 --undefined-- 38.507 0.0016840577628744872
2.26 --undefined-- 39.747 0.001942630300516028
2.27 --undefined-- 40.809 0.002195173228972086
2.28 219.622 41.474 0.002369928092705622
2.29 220.528 41.470 0.0023687860413533052
2.30 221.663 40.741 0.0021781600838328774
2.31 225.831 39.541 0.0018969623619824005
2.32 229.139 38.230 0.0016313221253438169
2.33 230.049 36.775 0.0013797300016578056
2.34 224.872 34.543 0.0010670719433267769
2.35 226.023 31.133 0.000720542137205811
2.36 --undefined-- 27.941 0.0004989583762666171
2.37 --undefined-- 28.007 0.000502781736416197
2.38 --undefined-- 30.076 0.0006379828183255163
2.39 --undefined-- 31.266 0.0007317029541039535
2.40 --undefined-- 30.758 0.0006901461864200696
2.41 --undefined-- 29.086 0.0005693017536379005
2.42 --undefined-- 27.590 0.00047922736543103893
2.43 --undefined-- 27.482 0.0004732770933689864
2.44 --undefined-- 28.204 0.0005143012902783401
2.45 --undefined-- 28.390 0.0005254601700930993
2.46 --undefined-- 28.313 0.0005208356854168842
2.47 --undefined-- 31.855 0.0007830452475014991
2.48 274.676 36.625 0.0013560020303780488
2.49 257.449 38.744 0.0017308290437256897
2.50 --undefined-- 38.943 0.0017708726621236326
2.51 --undefined-- 38.768 0.0017355336863578087
2.52 --undefined-- 38.747 0.0017312831969105557
2.53 --undefined-- 38.672 0.001716398900344841
2.54 --undefined-- 38.508 0.0016843417183369808
2.55 --undefined-- 38.397 0.0016629241253644802
2.56 --undefined-- 38.356 0.0016550629633732823
2.57 --undefined-- 38.256 0.0016361354799641363
2.58 --undefined-- 37.958 0.0015809822562189329
2.59 --undefined-- 37.052 0.0014244103269384256
2.60 --undefined-- 34.891 0.0011106035273939256
2.61 --undefined-- 31.385 0.0007417719931554598
2.62 265.742 28.172 0.0005124204740548909
2.63 275.848 25.762 0.00038827065128628567
2.64 --undefined-- 22.470 0.00026578416606766713
2.65 --undefined-- 18.780 0.00017380016254369256
2.66 --undefined-- 14.757 0.00010936381834922372
2.67 --undefined-- 12.053 8.010878392893853e-005
2.68 --undefined-- 10.866 6.987464292736666e-005
2.69 --undefined-- 10.067 6.373892490953512e-005
2.70 --undefined-- 9.707 6.114423748685383e-005
2.71 --undefined-- 9.726 6.128189258480075e-005
2.72 --undefined-- 13.358 9.309762091743129e-005
2.73 --undefined-- 19.513 0.00018909899332790798
2.74 --undefined-- 28.008 0.0005028490859987523
2.75 --undefined-- 34.813 0.0011007460673693973
2.76 --undefined-- 38.122 0.0016111499218638995
2.77 --undefined-- 38.870 0.0017560685038466868
2.78 --undefined-- 38.350 0.0016539931162343547
2.79 --undefined-- 36.684 0.0013653239072139501
2.80 258.897 33.336 0.0009285630217540712
2.81 261.485 29.620 0.0006053914357437535
2.82 258.520 26.400 0.0004178398034062837
2.83 --undefined-- 21.104 0.00022710490654851844
2.84 --undefined-- 13.454 9.413203617870592e-005
2.85 --undefined-- 8.831 5.527988374414888e-005
2.86 --undefined-- 9.191 5.7619756579421595e-005
2.87 --undefined-- 11.817 7.79654255985885e-005
2.88 --undefined-- 16.992 0.00014145821567892357
2.89 --undefined-- 26.557 0.00042549647657401434
2.90 --undefined-- 33.774 0.000976659809458477
2.91 --undefined-- 37.268 0.0014602567210762465
2.92 --undefined-- 38.247 0.0016344700687622583
2.93 --undefined-- 38.221 0.001629543454709999
2.94 --undefined-- 38.027 0.001593591545554582
2.95 --undefined-- 37.795 0.0015515509183393157
2.96 --undefined-- 37.414 0.0014850806806994223
2.97 --undefined-- 37.023 0.0014195690701334844
2.98 --undefined-- 36.576 0.0013483959291487166
2.99 --undefined-- 35.902 0.0012477606044392772
3.00 --undefined-- 35.030 0.0011286249836278974
3.01 --undefined-- 33.788 0.0009781886107125706
3.02 --undefined-- 31.990 0.0007953021374160377
3.03 --undefined-- 29.822 0.0006196329280074661
3.04 --undefined-- 26.924 0.00044384962137582223
3.05 --undefined-- 23.462 0.0002979424782523445
3.06 --undefined-- 22.511 0.0002670528120178763
3.07 --undefined-- 24.759 0.00034590720383368393
3.08 --undefined-- 27.822 0.0004921737015856654
3.09 275.864 31.107 0.00071845519722453
3.10 263.402 33.292 0.0009239587387961675
3.11 257.624 33.973 0.0009992434118364338
3.12 269.486 33.313 0.0009261928544111076
3.13 281.042 31.428 0.0007454996452212186
3.14 283.103 29.043 0.0005664834488052793
3.15 --undefined-- 27.107 0.00045331521063978505
3.16 --undefined-- 25.069 0.00035849319574811556
3.17 --undefined-- 21.629 0.0002412520463883862
3.18 --undefined-- 16.001 0.00012620804366994653
3.19 --undefined-- 10.569 6.752770134305663e-005
3.20 --undefined-- 9.562 6.013870640216916e-005
3.21 --undefined-- 13.941 9.956198933010782e-005
3.22 --undefined-- 24.155 0.00032267459339929244
3.23 --undefined-- 30.620 0.0006792630228493206
3.24 275.093 34.002 0.0010025500822607779
3.25 283.580 36.620 0.0013552505561053364
3.26 279.550 38.521 0.0016868651041307575
3.27 105.826 39.271 0.0018390273720592975
3.28 104.218 39.159 0.00181541879596046
3.29 102.304 38.292 0.001642980084610402
3.30 100.238 37.206 0.001449849393202881
3.31 100.830 36.525 0.0013405194653688152
3.32 99.742 36.262 0.0013005751540301604
3.33 99.621 35.984 0.0012595467851330808
3.34 101.531 35.539 0.0011966266882668904
3.35 103.327 35.043 0.0011302471096699075
3.36 103.587 34.509 0.0010628362112264274
3.37 102.289 34.629 0.001077616112822938
3.38 103.821 35.688 0.0012173331627279493
3.39 103.020 36.060 0.0012706376905152832
3.40 102.444 35.539 0.0011967189905982207
3.41 102.252 34.711 0.0010878522874506245
3.42 104.343 33.483 0.0009444659891837976
3.43 104.887 32.551 0.0008483336598947988
3.44 --undefined-- 32.988 0.0008921064746415083
3.45 276.652 33.136 0.0009074634468486241
3.46 263.551 32.597 0.0008528925651044889
3.47 --undefined-- 32.896 0.0008827187858852728
3.48 81.094 32.928 0.0008859923281063574
3.49 80.573 32.133 0.0008084555813594351
3.50 285.448 31.965 0.0007930539841923672
3.51 290.989 31.523 0.0007536547479742889
3.52 298.727 30.573 0.0006755792504239255
3.53 --undefined-- 27.790 0.0004903700989289071
3.54 --undefined-- 21.396 0.00023488285974133182
3.55 --undefined-- 12.631 8.562298806557086e-005
3.56 --undefined-- 16.870 0.0001394831782346412
3.57 --undefined-- 24.054 0.0003189587778519596
3.58 --undefined-- 26.808 0.0004379570066171511
3.59 --undefined-- 25.271 0.0003669282752119788
3.60 --undefined-- 21.122 0.00022758331104536796
3.61 --undefined-- 19.466 0.0001880673826887706
3.62 --undefined-- 18.117 0.00016101721511685508
3.63 --undefined-- 15.184 0.00011488152921700793
3.64 --undefined-- 17.118 0.0001435298729745107
3.65 --undefined-- 22.881 0.0002786559246277822
3.66 --undefined-- 27.497 0.00047409250540805976
3.67 --undefined-- 30.954 0.0007058986991834187
3.68 --undefined-- 32.551 0.0008483124792486609
3.69 --undefined-- 31.707 0.0007698021326137879
3.70 --undefined-- 29.036 0.000565987817456802
3.71 --undefined-- 25.908 0.0003948352340803619
3.72 --undefined-- 22.386 0.0002632190662498921
3.73 --undefined-- 18.974 0.0001777250360679694
3.74 --undefined-- 17.527 0.00015044184167021805
3.75 --undefined-- 15.277 0.00011611923547382511
3.76 --undefined-- 11.819 7.79837807870137e-005
3.77 --undefined-- 10.742 6.888231100275722e-005
3.78 --undefined-- 10.385 6.611175359892758e-005
3.79 --undefined-- 10.796 6.931147989641166e-005
3.80 --undefined-- 18.280 0.00016406555945646764
3.81 --undefined-- 26.212 0.0004089210298684836
3.82 --undefined-- 32.105 0.0008058676221442216
3.83 274.875 36.312 0.0013081412029136454
3.84 238.044 38.670 0.001716116287493592
3.85 227.260 39.732 0.0019392683753003145
3.86 223.993 40.089 0.0020206922286884563
3.87 221.826 40.140 0.002032439171465462
3.88 219.852 40.244 0.002057083219605077
3.89 217.505 40.775 0.0021865588851293985
3.90 215.403 42.054 0.0025336409560501568
3.91 215.585 43.339 0.002937364331542123
3.92 213.681 43.737 0.003075190982040208
3.93 212.055 43.459 0.002978402836235289
3.94 210.573 43.143 0.002871880882933746
3.95 211.942 43.296 0.0029230466075735374
3.96 221.078 43.939 0.003147618189576777
3.97 228.573 44.116 0.0032124959743225125
3.98 240.655 42.707 0.0027313970663769256
3.99 257.294 38.892 0.0017605491966669407
4.00 --undefined-- 33.066 0.0009001936031551955
4.01 --undefined-- 31.063 0.000714768745366311
4.02 298.150 32.581 0.0008513280057855834
4.03 285.427 33.809 0.0009805949037922472
4.04 278.104 32.767 0.0008696883464483631
4.05 --undefined-- 28.263 0.0005178022080416388
4.06 --undefined-- 21.771 0.00024522516944921514
4.07 --undefined-- 20.291 0.00020680349782365448
4.08 --undefined-- 21.156 0.00022846597222287124
4.09 --undefined-- 22.289 0.00026031467021836067
4.10 --undefined-- 27.258 0.0004612654220109783
4.11 284.101 33.809 0.0009805977147858754
4.12 283.898 37.125 0.0014364090991016616
4.13 275.592 37.278 0.0014619451276530334
4.14 113.919 35.980 0.0012589900913495002
4.15 113.867 35.174 0.0011475041343060146
4.16 100.044 34.672 0.0010830271322983527
4.17 97.277 33.888 0.0009895411512085256
4.18 104.332 32.854 0.0008784930922641239
4.19 --undefined-- 31.600 0.0007603779079265414
4.20 --undefined-- 31.243 0.0007297823404547693
4.21 159.262 33.604 0.0009577016540138966
4.22 161.352 34.673 0.001083136988390763
4.23 156.218 33.297 0.0009244051438026488
4.24 --undefined-- 33.827 0.000982645575512875
4.25 --undefined-- 34.982 0.0011223833045793225
4.26 --undefined-- 34.679 0.0010838253181120175
4.27 91.286 33.712 0.0009696592495595975
4.28 98.430 32.622 0.0008553337682534361
4.29 97.663 32.805 0.0008735170610360034
4.30 151.292 34.136 0.001018200662748968
4.31 153.062 34.410 0.0010507692295711525
4.32 151.622 34.347 0.0010432333334095694
4.33 153.127 34.450 0.0010557078937993539
4.34 292.138 37.292 0.0014643821710181443
4.35 274.165 41.340 0.0023335488395004726
4.36 264.455 42.725 0.002737107446081973
4.37 260.550 41.291 0.002320416972437742
4.38 262.220 37.231 0.0014539850367283954
4.39 265.867 30.607 0.0006782232218599179
4.40 --undefined-- 21.582 0.000239951545042736
4.41 --undefined-- 14.199 0.0001025631318867289
4.42 --undefined-- 13.745 9.733511568855509e-005
4.43 --undefined-- 13.593 9.565343329911745e-005
4.44 --undefined-- 13.070 9.00643665278414e-005
4.45 --undefined-- 12.831 8.761230374576674e-005
4.46 --undefined-- 12.701 8.631160746713114e-005
4.47 --undefined-- 14.241 0.00010305644767733098
4.48 --undefined-- 16.945 0.00014069593492621173
4.49 --undefined-- 17.471 0.00014947780288585857
4.50 --undefined-- 15.527 0.00011950519540055713
4.51 --undefined-- 13.273 9.219352404776339e-005
4.52 --undefined-- 12.272 8.215589456828681e-005
4.53 --undefined-- 12.262 8.205612330303261e-005
4.54 --undefined-- 11.391 7.422740738667132e-005
4.55 --undefined-- 10.988 7.086606743098622e-005
4.56 --undefined-- 14.952 0.00011184640632845154
4.57 --undefined-- 18.919 0.0001765884948548417
4.58 --undefined-- 20.506 0.0002120076181397245
4.59 --undefined-- 20.610 0.00021455882472664695
4.60 --undefined-- --undefined-- --undefined--
4.61 --undefined-- --undefined-- --undefined--
4.62 --undefined-- --undefined-- --undefined--
4.63 --undefined-- --undefined-- --undefined--
