Here are the results: time - pitch(Hz) - Amplitude(dB) - RMSqIntensity(Pa)
0.01 --undefined-- --undefined-- --undefined--
2.34 --undefined-- 45.947 0.003966310763021831
2.35 --undefined-- 43.271 0.0029147685766961065
2.36 --undefined-- 39.894 0.0019758195079659243
2.37 --undefined-- 37.019 0.0014190544131192793
2.38 --undefined-- 34.939 0.0011168637143332677
2.39 --undefined-- 34.981 0.0011222333719839322
2.40 --undefined-- 35.666 0.001214343876815092
2.41 --undefined-- 35.272 0.0011604133251370947
2.42 --undefined-- 33.738 0.0009726089073730654
2.43 --undefined-- 31.778 0.0007761419404199646
2.44 --undefined-- 29.602 0.0006041275858259334
2.45 --undefined-- --undefined-- --undefined--
2.46 --undefined-- --undefined-- --undefined--
2.47 --undefined-- --undefined-- --undefined--
2.48 --undefined-- --undefined-- --undefined--
